Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,brand,name,defaultimage,baseprice,jewelrytype,material
zeffy-dainty-gold-heart-necklace-for-women-trendy-14k-goldsilver-plate-cute-heart-pendant-choker-necklaces-gold-love-heart-chain-necklace-for-women-dainty-gold-jewelry-gifts-for-women,Zeffy Dainty Gold Heart Necklace for Women Trendy 14K Gold/Silver Plate Cute Heart Pendant Choker Necklaces Gold Love Heart Chain Necklace for Women Dainty Gold Jewelry Gifts for Women,<p><strong>Zeffy Zeffy Dainty Gold Heart Necklace for Women Trendy 14K Gold/Silver Plate Cute Heart Pendant Choker Necklaces Gold Love Heart Chain Necklace for Women Dainty Gold Jewelry Gifts for Women</strong>. Type: Pendant. Material: Gold 14K.</p>,Zeffy,pendant,"pendant, gold_14k, zeffy, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,ZEFFY-ZEFFYDAINT-NA-OS,30,shopify,100,deny,manual,206310,247572,TRUE,TRUE,https://m.media-amazon.com/images/I/51zFur5UykL._AC_SY300_SX300_QL70_FMwebp_.jpg,1,Zeffy Dainty Gold Heart Necklace for Women Trendy 14K Gold/Silver Plate Cute Heart Pendant Choker Necklaces Gold Love Heart Chain Necklace for Women Dainty Gold Jewelry Gifts for Women,FALSE,Zeffy Dainty Gold Heart Necklace for Women Trendy 14K Gold/Silver Plate Cute Heart Pendant Choker Necklaces Gold Love Heart Chain Necklace for Women Dainty Gold Jewelry Gifts for Women | Zeffy,Shop Zeffy Dainty Gold Heart Necklace for Women Trendy 14K Gold/Silver Plate Cute Heart Pendant Choker Necklaces Gold Love Heart Chain Necklace for Women Dainty Gold Jewelry Gifts for Women by Zeffy. Pendant in Gold 14K.,active,Zeffy,Zeffy Dainty Gold Heart Necklace for Women Trendy 14K Gold/Silver Plate Cute Heart Pendant Choker Necklaces Gold Love Heart Chain Necklace for Women Dainty Gold Jewelry Gifts for Women,https://m.media-amazon.com/images/I/51zFur5UykL._AC_SY300_SX300_QL70_FMwebp_.jpg,206310,pendant,gold_14k
turandoss-gold-layered-necklaces-for-women-14k-gold-plated-handmade-multilayer-bar-pearls-coin-disc-moon-butterfly-medallion-adjustable-dainty-layered-choker-necklaces-for-women-jewelry,Turandoss Gold Layered Necklaces for Women - 14K Gold Plated Handmade Multilayer Bar Pearls Coin Disc Moon Butterfly Medallion Adjustable Dainty Layered Choker Necklaces for Women Jewelry,<p><strong>Turandoss Turandoss Gold Layered Necklaces for Women - 14K Gold Plated Handmade Multilayer Bar Pearls Coin Disc Moon Butterfly Medallion Adjustable Dainty Layered Choker Necklaces for Women Jewelry</strong>. Type: Necklace. Material: Gold 14K.</p>,Turandoss,necklace,"necklace, gold_14k, turandoss, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,TURANDOS-TURANDOSSG-NA-OS,30,shopify,100,deny,manual,436770,524124,TRUE,TRUE,https://m.media-amazon.com/images/I/61sXF-YkeQL._AC_SY300_SX300_QL70_FMwebp_.jpg,1,Turandoss Gold Layered Necklaces for Women - 14K Gold Plated Handmade Multilayer Bar Pearls Coin Disc Moon Butterfly Medallion Adjustable Dainty Layered Choker Necklaces for Women Jewelry,FALSE,Turandoss Gold Layered Necklaces for Women - 14K Gold Plated Handmade Multilayer Bar Pearls Coin Disc Moon Butterfly Medallion Adjustable Dainty Layered Choker Necklaces for Women Jewelry | Turandoss,Shop Turandoss Gold Layered Necklaces for Women - 14K Gold Plated Handmade Multilayer Bar Pearls Coin Disc Moon Butterfly Medallion Adjustable Dainty Layered Choker Necklaces for Women Jewelry by Turandoss. Necklace in Gold 14K.,active,Turandoss,Turandoss Gold Layered Necklaces for Women - 14K Gold Plated Handmade Multilayer Bar Pearls Coin Disc Moon Butterfly Medallion Adjustable Dainty Layered Choker Necklaces for Women Jewelry,https://m.media-amazon.com/images/I/61sXF-YkeQL._AC_SY300_SX300_QL70_FMwebp_.jpg,436770,necklace,gold_14k
nlieo-rainbow-colorful-gemstone-beaded-choker-necklace-for-women-14k-gold-bow-birthstone-beads-chokers-18inches,NLIEO Rainbow Colorful Gemstone Beaded Choker Necklace for Women 14K Gold Bow Birthstone Beads Chokers 18inches,<p><strong>Nlieo NLIEO Rainbow Colorful Gemstone Beaded Choker Necklace for Women 14K Gold Bow Birthstone Beads Chokers 18inches</strong>. Type: Necklace. Material: Gold 14K.</p>,Nlieo,necklace,"necklace, gold_14k, nlieo, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,NLIEO-NLIEORAINB-NA-OS,30,shopify,100,deny,manual,666770,800124,TRUE,TRUE,https://m.media-amazon.com/images/I/513z77B-KOL._AC_SY300_SX300_QL70_FMwebp_.jpg,1,NLIEO Rainbow Colorful Gemstone Beaded Choker Necklace for Women 14K Gold Bow Birthstone Beads Chokers 18inches,FALSE,NLIEO Rainbow Colorful Gemstone Beaded Choker Necklace for Women 14K Gold Bow Birthstone Beads Chokers 18inches | Nlieo,Shop NLIEO Rainbow Colorful Gemstone Beaded Choker Necklace for Women 14K Gold Bow Birthstone Beads Chokers 18inches by Nlieo. Necklace in Gold 14K.,active,Nlieo,NLIEO Rainbow Colorful Gemstone Beaded Choker Necklace for Women 14K Gold Bow Birthstone Beads Chokers 18inches,https://m.media-amazon.com/images/I/513z77B-KOL._AC_SY300_SX300_QL70_FMwebp_.jpg,666770,necklace,gold_14k
14k-gold-over-925-sterling-silver-chain-necklace-for-women-layering-necklaces-18-16mm-cable-chain-necklace-sturdy-shiny-womens-gold-chain-necklaces-upgraded-spring-ring-clasp,"14k Gold Over 925 Sterling Silver Chain Necklace for Women Layering Necklaces 18"" 1.6mm Cable Chain Necklace Sturdy & Shiny Women's Gold Chain Necklaces Upgraded Spring-Ring Clasp","<p><strong>Prgislew 14k Gold Over 925 Sterling Silver Chain Necklace for Women Layering Necklaces 18"" 1.6mm Cable Chain Necklace Sturdy & Shiny Women's Gold Chain Necklaces Upgraded Spring-Ring Clasp</strong>. Type: Ring. Material: Gold 14K.</p>",Prgislew,ring,"ring, gold_14k, prgislew, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,PRGISLEW-14KGOLDOVE-NA-OS,30,shopify,100,deny,manual,127650,153180,TRUE,TRUE,https://m.media-amazon.com/images/I/51c9S1a2vuL._AC_SY300_SX300_QL70_FMwebp_.jpg,1,"14k Gold Over 925 Sterling Silver Chain Necklace for Women Layering Necklaces 18"" 1.6mm Cable Chain Necklace Sturdy & Shiny Women's Gold Chain Necklaces Upgraded Spring-Ring Clasp",FALSE,"14k Gold Over 925 Sterling Silver Chain Necklace for Women Layering Necklaces 18"" 1.6mm Cable Chain Necklace Sturdy & Shiny Women's Gold Chain Necklaces Upgraded Spring-Ring Clasp | Prgislew","Shop 14k Gold Over 925 Sterling Silver Chain Necklace for Women Layering Necklaces 18"" 1.6mm Cable Chain Necklace Sturdy & Shiny Women's Gold Chain Necklaces Upgraded Spring-Ring Clasp by Prgislew. Ring in Gold 14K.",active,Prgislew,"14k Gold Over 925 Sterling Silver Chain Necklace for Women Layering Necklaces 18"" 1.6mm Cable Chain Necklace Sturdy & Shiny Women's Gold Chain Necklaces Upgraded Spring-Ring Clasp",https://m.media-amazon.com/images/I/51c9S1a2vuL._AC_SY300_SX300_QL70_FMwebp_.jpg,127650,ring,gold_14k
chunky-coin-antique-gold-plated-thick-link-chain-layered-pendant-necklace-for-women-18-inch-trendy-toggle-chain-necklace-gift-for-women,Chunky Coin Antique Gold Plated Thick Link Chain Layered Pendant Necklace for Women 18 Inch Trendy Toggle Chain Necklace Gift for Women,<p><strong>Husykam Chunky Coin Antique Gold Plated Thick Link Chain Layered Pendant Necklace for Women 18 Inch Trendy Toggle Chain Necklace Gift for Women</strong>. Type: Pendant. Material: Gold Plated.</p>,Husykam,pendant,"pendant, gold_plated, husykam, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,HUSYKAM-CHUNKYCOIN-NA-OS,30,shopify,100,deny,manual,344770,413724,TRUE,TRUE,https://m.media-amazon.com/images/I/61Lo8pWO7qL._AC_SY300_SX300_QL70_FMwebp_.jpg,1,Chunky Coin Antique Gold Plated Thick Link Chain Layered Pendant Necklace for Women 18 Inch Trendy Toggle Chain Necklace Gift for Women,FALSE,Chunky Coin Antique Gold Plated Thick Link Chain Layered Pendant Necklace for Women 18 Inch Trendy Toggle Chain Necklace Gift for Women | Husykam,Shop Chunky Coin Antique Gold Plated Thick Link Chain Layered Pendant Necklace for Women 18 Inch Trendy Toggle Chain Necklace Gift for Women by Husykam. Pendant in Gold Plated.,active,Husykam,Chunky Coin Antique Gold Plated Thick Link Chain Layered Pendant Necklace for Women 18 Inch Trendy Toggle Chain Necklace Gift for Women,https://m.media-amazon.com/images/I/61Lo8pWO7qL._AC_SY300_SX300_QL70_FMwebp_.jpg,344770,pendant,gold_plated
mothers-day-gifts-for-mom-moissanite-necklaces-for-women-925-sterling-silver-necklace-with-birthstone-ideal-anniversary-present-or-birthday-christmas-valentine-jewelry-gift-for-woman-wife-her-girlfriend,"Mothers Day Gifts for Mom, Moissanite Necklaces for Women, 925 Sterling Silver Necklace with Birthstone, Ideal Anniversary Present or Birthday Christmas Valentine Jewelry Gift for Woman Wife Her Girlfriend","<p><strong>Andso Mothers Day Gifts for Mom, Moissanite Necklaces for Women, 925 Sterling Silver Necklace with Birthstone, Ideal Anniversary Present or Birthday Christmas Valentine Jewelry Gift for Woman Wife Her Girlfriend</strong>. Type: Pendant. Material: Sterling Silver.</p>",Andso,pendant,"pendant, sterling_silver, andso, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,ANDSO-MOTHERSDAY-NA-OS,30,shopify,100,deny,manual,2529770,3035724,TRUE,TRUE,https://m.media-amazon.com/images/I/71Eecrjk7fL._AC_SY300_SX300_QL70_FMwebp_.jpg,1,"Mothers Day Gifts for Mom, Moissanite Necklaces for Women, 925 Sterling Silver Necklace with Birthstone, Ideal Anniversary Present or Birthday Christmas Valentine Jewelry Gift for Woman Wife Her Girlfriend",FALSE,"Mothers Day Gifts for Mom, Moissanite Necklaces for Women, 925 Sterling Silver Necklace with Birthstone, Ideal Anniversary Present or Birthday Christmas Valentine Jewelry Gift for Woman Wife Her Girlfriend | Andso","Shop Mothers Day Gifts for Mom, Moissanite Necklaces for Women, 925 Sterling Silver Necklace with Birthstone, Ideal Anniversary Present or Birthday Christmas Valentine Jewelry Gift for Woman Wife Her Girlfriend by Andso. Pendant in Sterling Silver.",active,Andso,"Mothers Day Gifts for Mom, Moissanite Necklaces for Women, 925 Sterling Silver Necklace with Birthstone, Ideal Anniversary Present or Birthday Christmas Valentine Jewelry Gift for Woman Wife Her Girlfriend",https://m.media-amazon.com/images/I/71Eecrjk7fL._AC_SY300_SX300_QL70_FMwebp_.jpg,2529770,pendant,sterling_silver
solid-18k-gold-plated-925-sterling-silver-chain-necklace-for-women-11mm-thin-dainty-cable-chain-non-tarnish-sturdy-womens-chain-necklace-14161718202224-inches,"Solid 18K Gold Plated 925 Sterling Silver Chain Necklace for Women, 1.1mm Thin Dainty Cable Chain Non Tarnish & Sturdy Women's Chain Necklace 14/16/17/18/20/22/24 Inches","<p><strong>Wishchic Solid 18K Gold Plated 925 Sterling Silver Chain Necklace for Women, 1.1mm Thin Dainty Cable Chain Non Tarnish & Sturdy Women's Chain Necklace 14/16/17/18/20/22/24 Inches</strong>. Type: Necklace. Material: Gold 18K.</p>",Wishchic,necklace,"necklace, gold_18k, wishchic, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,WISHCHIC-SOLID18KGO-NA-OS,30,shopify,100,deny,manual,367770,441324,TRUE,TRUE,https://m.media-amazon.com/images/I/41YzCVjrx9L._AC_SY300_SX300_QL70_FMwebp_.jpg,1,"Solid 18K Gold Plated 925 Sterling Silver Chain Necklace for Women, 1.1mm Thin Dainty Cable Chain Non Tarnish & Sturdy Women's Chain Necklace 14/16/17/18/20/22/24 Inches",FALSE,"Solid 18K Gold Plated 925 Sterling Silver Chain Necklace for Women, 1.1mm Thin Dainty Cable Chain Non Tarnish & Sturdy Women's Chain Necklace 14/16/17/18/20/22/24 Inches | Wishchic","Shop Solid 18K Gold Plated 925 Sterling Silver Chain Necklace for Women, 1.1mm Thin Dainty Cable Chain Non Tarnish & Sturdy Women's Chain Necklace 14/16/17/18/20/22/24 Inches by Wishchic. Necklace in Gold 18K.",active,Wishchic,"Solid 18K Gold Plated 925 Sterling Silver Chain Necklace for Women, 1.1mm Thin Dainty Cable Chain Non Tarnish & Sturdy Women's Chain Necklace 14/16/17/18/20/22/24 Inches",https://m.media-amazon.com/images/I/41YzCVjrx9L._AC_SY300_SX300_QL70_FMwebp_.jpg,367770,necklace,gold_18k
yujie-chunky-heart-penadnt-necklace-for-women-exaggerated-statement-puff-heart-necklace-with-acrylic-beaded-chain,YUJIE Chunky Heart Penadnt Necklace for Women- Exaggerated Statement Puff Heart Necklace with Acrylic Beaded Chain,<p><strong>Yujie YUJIE Chunky Heart Penadnt Necklace for Women- Exaggerated Statement Puff Heart Necklace with Acrylic Beaded Chain</strong>. Type: Pendant. Material: Acrylic.</p>,Yujie,pendant,"pendant, acrylic, yujie, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,YUJIE-YUJIECHUNK-NA-OS,30,shopify,100,deny,manual,140530,168636,TRUE,TRUE,https://m.media-amazon.com/images/I/61xP442utLL._AC_SY300_SX300_QL70_FMwebp_.jpg,1,YUJIE Chunky Heart Penadnt Necklace for Women- Exaggerated Statement Puff Heart Necklace with Acrylic Beaded Chain,FALSE,YUJIE Chunky Heart Penadnt Necklace for Women- Exaggerated Statement Puff Heart Necklace with Acrylic Beaded Chain | Yujie,Shop YUJIE Chunky Heart Penadnt Necklace for Women- Exaggerated Statement Puff Heart Necklace with Acrylic Beaded Chain by Yujie. Pendant in Acrylic.,active,Yujie,YUJIE Chunky Heart Penadnt Necklace for Women- Exaggerated Statement Puff Heart Necklace with Acrylic Beaded Chain,https://m.media-amazon.com/images/I/61xP442utLL._AC_SY300_SX300_QL70_FMwebp_.jpg,140530,pendant,acrylic
gold-necklace-for-women-chunky-14k-gold-plated-chain-necklace-cuban-link-paperclip-chain-herringbone-statement-choker-necklace-for-women-simple-trendy-jewelry-gifts,Gold Necklace for Women - Chunky 14K Gold Plated Chain Necklace Cuban Link Paperclip Chain Herringbone Statement Choker Necklace for Women Simple Trendy Jewelry Gifts,<p><strong>Funsanny Gold Necklace for Women - Chunky 14K Gold Plated Chain Necklace Cuban Link Paperclip Chain Herringbone Statement Choker Necklace for Women Simple Trendy Jewelry Gifts</strong>. Type: Ring. Material: Gold 14K.</p>,Funsanny,ring,"ring, gold_14k, funsanny, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,FUNSANNY-GOLDNECKLA-NA-OS,30,shopify,100,deny,manual,275770,330924,TRUE,TRUE,https://m.media-amazon.com/images/I/51lwZgWbt7L._AC_SY300_SX300_QL70_FMwebp_.jpg,1,Gold Necklace for Women - Chunky 14K Gold Plated Chain Necklace Cuban Link Paperclip Chain Herringbone Statement Choker Necklace for Women Simple Trendy Jewelry Gifts,FALSE,Gold Necklace for Women - Chunky 14K Gold Plated Chain Necklace Cuban Link Paperclip Chain Herringbone Statement Choker Necklace for Women Simple Trendy Jewelry Gifts | Funsanny,Shop Gold Necklace for Women - Chunky 14K Gold Plated Chain Necklace Cuban Link Paperclip Chain Herringbone Statement Choker Necklace for Women Simple Trendy Jewelry Gifts by Funsanny. Ring in Gold 14K.,active,Funsanny,Gold Necklace for Women - Chunky 14K Gold Plated Chain Necklace Cuban Link Paperclip Chain Herringbone Statement Choker Necklace for Women Simple Trendy Jewelry Gifts,https://m.media-amazon.com/images/I/51lwZgWbt7L._AC_SY300_SX300_QL70_FMwebp_.jpg,275770,ring,gold_14k
gold-layered-necklaces-for-women-14k-gold-plated-dainty-necklace-set-with-paperclip-adjustable-trendy-gold-jewelry-stackable-gift,"Gold Layered Necklaces for Women, 14K Gold Plated Dainty Necklace Set with Paperclip, Adjustable Trendy Gold Jewelry Stackable Gift","<p><strong>Striviio Gold Layered Necklaces for Women, 14K Gold Plated Dainty Necklace Set with Paperclip, Adjustable Trendy Gold Jewelry Stackable Gift</strong>. Type: Pendant. Material: Gold 14K.</p>",Striviio,pendant,"pendant, gold_14k, striviio, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,STRIVIIO-GOLDLAYERE-NA-OS,30,shopify,100,deny,manual,160770,192924,TRUE,TRUE,https://m.media-amazon.com/images/I/61NR54WKu9L._AC_SY300_SX300_QL70_FMwebp_.jpg,1,"Gold Layered Necklaces for Women, 14K Gold Plated Dainty Necklace Set with Paperclip, Adjustable Trendy Gold Jewelry Stackable Gift",FALSE,"Gold Layered Necklaces for Women, 14K Gold Plated Dainty Necklace Set with Paperclip, Adjustable Trendy Gold Jewelry Stackable Gift | Striviio","Shop Gold Layered Necklaces for Women, 14K Gold Plated Dainty Necklace Set with Paperclip, Adjustable Trendy Gold Jewelry Stackable Gift by Striviio. Pendant in Gold 14K.",active,Striviio,"Gold Layered Necklaces for Women, 14K Gold Plated Dainty Necklace Set with Paperclip, Adjustable Trendy Gold Jewelry Stackable Gift",https://m.media-amazon.com/images/I/61NR54WKu9L._AC_SY300_SX300_QL70_FMwebp_.jpg,160770,pendant,gold_14k
if-you-vintage-gold-layered-necklaces-for-women-trendy-chunky-cuban-link-paperclip-chains-necklace-stack-coin-pendant-necklace-set-jewelry-gifts,"iF YOU Vintage Gold Layered Necklaces for Women Trendy, Chunky Cuban Link Paperclip Chains Necklace Stack, Coin Pendant Necklace Set Jewelry Gifts","<p><strong>If You iF YOU Vintage Gold Layered Necklaces for Women Trendy, Chunky Cuban Link Paperclip Chains Necklace Stack, Coin Pendant Necklace Set Jewelry Gifts</strong>. Type: Pendant. Material: Gold.</p>",If You,pendant,"pendant, gold, if you, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,IFYOU-IFYOUVINTA-NA-OS,30,shopify,100,deny,manual,229770,275724,TRUE,TRUE,https://m.media-amazon.com/images/I/51NyNJX8LEL._AC_SY300_SX300_QL70_FMwebp_.jpg,1,"iF YOU Vintage Gold Layered Necklaces for Women Trendy, Chunky Cuban Link Paperclip Chains Necklace Stack, Coin Pendant Necklace Set Jewelry Gifts",FALSE,"iF YOU Vintage Gold Layered Necklaces for Women Trendy, Chunky Cuban Link Paperclip Chains Necklace Stack, Coin Pendant Necklace Set Jewelry Gifts | If You","Shop iF YOU Vintage Gold Layered Necklaces for Women Trendy, Chunky Cuban Link Paperclip Chains Necklace Stack, Coin Pendant Necklace Set Jewelry Gifts by If You. Pendant in Gold.",active,If You,"iF YOU Vintage Gold Layered Necklaces for Women Trendy, Chunky Cuban Link Paperclip Chains Necklace Stack, Coin Pendant Necklace Set Jewelry Gifts",https://m.media-amazon.com/images/I/51NyNJX8LEL._AC_SY300_SX300_QL70_FMwebp_.jpg,229770,pendant,gold
mothers-day-gifts-for-mom-moissanite-heart-pendant-necklaces-for-women-925-sterling-silver-necklace-engraved-with-i-love-you-ideal-anniversary-birthday-jewelry-gift-for-women-wife-girlfriend-her,"Mothers Day Gifts for Mom, Moissanite Heart Pendant Necklaces for Women, 925 Sterling Silver Necklace Engraved with 'I LOVE YOU', Ideal Anniversary Birthday Jewelry Gift for Women Wife Girlfriend Her","<p><strong>Andso Mothers Day Gifts for Mom, Moissanite Heart Pendant Necklaces for Women, 925 Sterling Silver Necklace Engraved with 'I LOVE YOU', Ideal Anniversary Birthday Jewelry Gift for Women Wife Girlfriend Her</strong>. Type: Pendant. Material: Sterling Silver.</p>",Andso,pendant,"pendant, sterling_silver, andso, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,ANDSO-MOTHERSDAY-NA-OS,30,shopify,100,deny,manual,2759770,3311724,TRUE,TRUE,https://m.media-amazon.com/images/I/81IEfgMaJ8L._AC_SY300_SX300_QL70_FMwebp_.jpg,1,"Mothers Day Gifts for Mom, Moissanite Heart Pendant Necklaces for Women, 925 Sterling Silver Necklace Engraved with 'I LOVE YOU', Ideal Anniversary Birthday Jewelry Gift for Women Wife Girlfriend Her",FALSE,"Mothers Day Gifts for Mom, Moissanite Heart Pendant Necklaces for Women, 925 Sterling Silver Necklace Engraved with 'I LOVE YOU', Ideal Anniversary Birthday Jewelry Gift for Women Wife Girlfriend Her | Andso","Shop Mothers Day Gifts for Mom, Moissanite Heart Pendant Necklaces for Women, 925 Sterling Silver Necklace Engraved with 'I LOVE YOU', Ideal Anniversary Birthday Jewelry Gift for Women Wife Girlfriend Her by Andso. Pendant in Sterling Silver.",active,Andso,"Mothers Day Gifts for Mom, Moissanite Heart Pendant Necklaces for Women, 925 Sterling Silver Necklace Engraved with 'I LOVE YOU', Ideal Anniversary Birthday Jewelry Gift for Women Wife Girlfriend Her",https://m.media-amazon.com/images/I/81IEfgMaJ8L._AC_SY300_SX300_QL70_FMwebp_.jpg,2759770,pendant,sterling_silver
2mm-snake-chain-925-sterling-silver-chain-necklace-for-women-18k-gold-plated-chains-for-women-with-push-button-clasp-durable-womens-chains-necklace-16-18-20-22-24-inch,"2mm Snake Chain 925 Sterling Silver Chain Necklace for Women, 18k Gold Plated Chains for Women with Push-button Clasp Durable Women’s Chains Necklace, 16 18 20 22 24 Inch","<p><strong>Girluky 2mm Snake Chain 925 Sterling Silver Chain Necklace for Women, 18k Gold Plated Chains for Women with Push-button Clasp Durable Women’s Chains Necklace, 16 18 20 22 24 Inch</strong>. Type: Necklace. Material: Gold 18K.</p>",Girluky,necklace,"necklace, gold_18k, girluky, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,GIRLUKY-2MMSNAKECH-NA-OS,30,shopify,100,deny,manual,390770,468924,TRUE,TRUE,https://m.media-amazon.com/images/I/61SD2uL5aFL._AC_SY300_SX300_QL70_FMwebp_.jpg,1,"2mm Snake Chain 925 Sterling Silver Chain Necklace for Women, 18k Gold Plated Chains for Women with Push-button Clasp Durable Women’s Chains Necklace, 16 18 20 22 24 Inch",FALSE,"2mm Snake Chain 925 Sterling Silver Chain Necklace for Women, 18k Gold Plated Chains for Women with Push-button Clasp Durable Women’s Chains Necklace, 16 18 20 22 24 Inch | Girluky","Shop 2mm Snake Chain 925 Sterling Silver Chain Necklace for Women, 18k Gold Plated Chains for Women with Push-button Clasp Durable Women’s Chains Necklace, 16 18 20 22 24 Inch by Girluky. Necklace in Gold 18K.",active,Girluky,"2mm Snake Chain 925 Sterling Silver Chain Necklace for Women, 18k Gold Plated Chains for Women with Push-button Clasp Durable Women’s Chains Necklace, 16 18 20 22 24 Inch",https://m.media-amazon.com/images/I/61SD2uL5aFL._AC_SY300_SX300_QL70_FMwebp_.jpg,390770,necklace,gold_18k
